,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
18220,A. Kelsey,80000,1000,1,28,2,1,20,8,31.0,30.0,30.0,30.0,30.0,30.0,30.0,54.0,52.0,51.0,51.0,28.0,52.0,14,5,10,21,6,12,13,12,22,14,24,32,38,46,26,38,31,28,50,7,16,9,6,26,20,29,11,10,54,52,51,52,51,GK,53,64
18221,A. Davies,90000,1000,1,21,3,2,21,8,15.0,68.0,42.0,50.0,54.0,44.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,42,39,47,57,42,53,37,42,56,51,67,69,65,53,68,52,57,64,57,37,56,42,47,46,43,44,49,45,10,13,9,11,8,RB,53,64
18222,M. Penfold,100000,1000,1,21,2,2,21,7,17.0,70.0,51.0,37.0,53.0,17.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,32,54,51,40,39,52,35,32,33,50,69,70,68,53,59,47,69,55,67,50,25,15,53,41,56,46,12,10,14,14,7,14,10,ST,53,64
18223,S. Valenzuela,100000,500,1,28,3,2,21,2,15.0,60.0,54.0,40.0,55.0,25.0,51.0,10.0,10.0,10.0,10.0,10.0,10.0,34,58,40,44,45,57,48,29,33,50,67,55,59,47,68,55,55,57,57,45,27,17,58,46,58,45,11,15,9,13,11,7,8,ST,53,64
18224,C. Salomón,90000,500,1,21,3,2,20,8,4.0,59.0,25.0,43.0,42.0,53.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,30,25,56,56,23,43,30,21,54,36,61,58,39,42,64,31,69,63,59,20,54,49,33,33,23,49,53,51,9,8,8,13,10,CB,53,64
18225,G. Buliga,90000,1000,1,28,2,2,22,8,40.0,52.0,24.0,35.0,37.0,54.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,21,17,48,47,26,34,26,25,34,37,52,52,37,46,61,38,75,65,58,21,56,54,25,32,36,38,58,55,14,7,13,14,13,CB,53,64
18226,L. Haines,90000,900,1,21,3,2,19,8,30.0,66.0,52.0,43.0,54.0,56.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,35,57,54,47,35,50,36,28,46,54,65,67,66,57,69,49,67,49,63,48,48,54,48,46,55,40,57,54,9,11,13,6,11,"CDM, CB",53,64
18227,M. Dilmurat,90000,2000,1,23,3,2,22,6,33.0,77.0,49.0,50.0,55.0,42.0,47.0,10.0,10.0,10.0,10.0,10.0,10.0,56,51,41,53,47,50,48,34,44,58,76,77,60,43,86,55,46,61,43,39,41,42,51,48,53,46,43,43,6,9,13,9,14,"RB, RM",53,64
18228,B. Rivas,80000,500,1,21,1,1,19,8,28.0,30.0,30.0,30.0,30.0,30.0,30.0,55.0,48.0,59.0,54.0,24.0,51.0,15,8,12,21,6,13,14,15,18,13,32,17,30,50,48,44,63,24,44,8,25,10,7,40,20,38,11,14,55,48,59,51,54,GK,53,64
18229,A. Morales,100000,500,1,21,2,2,22,8,27.0,57.0,55.0,36.0,54.0,16.0,51.0,10.0,10.0,10.0,10.0,10.0,10.0,32,58,49,38,34,51,37,29,25,58,57,57,56,47,69,53,69,58,57,52,25,14,51,47,64,44,11,12,12,7,12,6,14,ST,53,64
18230,P. Antón,100000,500,1,21,2,2,20,2,22.0,59.0,40.0,50.0,54.0,50.0,49.0,10.0,10.0,10.0,10.0,10.0,10.0,39,39,46,59,33,49,35,31,55,60,57,61,52,53,77,39,57,46,46,49,56,49,29,51,39,36,60,48,13,7,6,9,10,CM,53,64
18231,C. Aguirre,100000,500,1,21,3,2,20,8,13.0,62.0,51.0,38.0,52.0,19.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,32,57,55,43,42,50,37,31,27,52,64,60,61,48,63,47,64,55,55,45,29,11,54,46,52,45,16,10,12,10,10,15,11,ST,53,64
18232,J. García,90000,500,1,21,2,2,23,6,45.0,60.0,31.0,46.0,48.0,51.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,36,27,44,55,26,44,37,38,52,52,62,59,50,45,69,42,57,59,62,27,50,49,31,38,42,35,51,48,14,10,14,13,10,CDM,53,64
18233,T. Linsbichler,100000,500,1,21,3,2,20,8,22.0,60.0,53.0,38.0,47.0,22.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,26,59,55,46,41,44,36,33,35,45,62,59,59,59,49,50,69,54,56,45,38,19,51,40,58,42,19,14,13,15,14,15,9,ST,53,64
18234,H. Ravas,80000,3000,1,21,2,1,22,8,27.0,30.0,30.0,30.0,30.0,30.0,30.0,55.0,52.0,52.0,56.0,37.0,51.0,19,10,13,19,11,11,16,11,30,20,36,38,35,44,29,39,40,25,45,11,35,11,9,45,15,35,10,11,55,52,52,51,56,GK,53,63
18235,A. Perry,90000,800,1,28,3,2,22,8,24.0,59.0,36.0,48.0,51.0,52.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,37,31,53,58,30,48,40,35,52,48,58,59,64,47,72,53,55,58,59,28,53,44,40,43,42,44,54,54,11,12,9,5,14,"CDM, CB",53,63
18236,A. Kaltner,100000,1000,1,21,3,2,20,8,24.0,65.0,50.0,45.0,60.0,24.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,47,56,38,52,49,58,45,38,35,59,64,66,67,48,74,48,81,40,61,39,29,25,49,41,49,39,15,22,15,5,14,12,8,"ST, RM",53,63
18237,M. Al Baqawi,80000,2000,1,21,2,1,22,8,21.0,30.0,30.0,30.0,30.0,30.0,30.0,55.0,51.0,49.0,58.0,28.0,48.0,12,6,14,28,8,9,12,13,24,20,31,26,37,45,42,37,64,23,53,6,27,9,5,34,11,35,14,12,55,51,49,48,58,GK,53,63
18238,L. Finochietto,80000,1000,1,28,2,1,23,8,33.0,30.0,30.0,30.0,30.0,30.0,30.0,58.0,52.0,55.0,52.0,30.0,53.0,12,9,13,26,9,8,11,13,19,15,31,29,27,35,39,41,54,23,52,7,23,10,8,27,11,32,11,13,58,52,55,53,52,GK,53,63
18239,Zhao Jianfei,90000,2000,1,28,3,2,21,8,31.0,69.0,26.0,33.0,44.0,54.0,52.0,10.0,10.0,10.0,10.0,10.0,10.0,27,21,51,40,26,36,34,25,31,49,72,66,64,50,55,34,71,53,52,24,48,51,29,32,38,42,54,50,7,12,9,13,12,"CB, RB, CDM",53,63
18240,A. Abrahamsson,90000,850,1,28,4,2,20,8,28.0,51.0,24.0,35.0,50.0,49.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,24,22,52,44,25,50,23,24,49,52,55,47,46,48,50,29,72,53,74,24,59,49,23,24,31,34,52,51,9,11,7,12,10,CB,53,63
18241,Park Jae Woo,90000,1000,1,21,2,3,22,6,22.0,60.0,31.0,33.0,48.0,52.0,49.0,10.0,10.0,10.0,10.0,10.0,10.0,50,30,36,29,23,46,31,30,23,45,69,52,56,52,73,26,56,54,48,32,45,55,50,32,42,33,59,53,9,6,12,8,7,RB,53,63
18242,F. Torres,90000,2000,1,21,2,2,21,8,37.0,62.0,32.0,38.0,41.0,53.0,55.0,10.0,10.0,10.0,10.0,10.0,10.0,30,27,56,48,34,35,27,31,43,40,61,63,49,57,71,47,71,55,57,23,48,53,32,28,47,59,54,57,9,7,13,8,11,CB,53,63
18243,D. Torres,90000,500,1,10,2,2,18,8,30.0,67.0,51.0,41.0,59.0,17.0,54.0,10.0,10.0,10.0,10.0,10.0,10.0,28,48,38,44,55,61,48,27,35,55,64,70,55,61,68,52,55,56,61,51,35,18,55,55,59,43,14,12,13,5,9,8,11,"ST, RW",53,63
18244,K. Palomino,100000,500,0,12,2,2,21,1,5.0,65.0,52.0,49.0,53.0,24.0,39.0,10.0,10.0,10.0,10.0,10.0,10.0,65,51,33,49,44,50,37,33,39,54,62,67,50,38,88,63,48,44,39,48,30,23,49,48,49,45,28,29,10,12,14,10,13,LW,53,63
18245,N. Orozco,100000,500,1,21,3,2,20,5,29.0,56.0,55.0,41.0,54.0,15.0,47.0,10.0,10.0,10.0,10.0,10.0,10.0,28,60,54,52,37,49,35,31,26,60,59,53,50,47,75,51,61,56,47,52,30,11,51,49,63,43,10,12,9,8,10,12,13,ST,53,63
18246,M. Al Abdulmunem,100000,3000,1,21,3,2,22,8,99.0,66.0,53.0,35.0,53.0,18.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,27,56,49,38,48,53,34,32,26,49,68,65,62,49,70,51,55,55,55,48,44,17,55,45,49,40,12,12,9,12,11,11,9,ST,53,63
18247,A. Peralta,90000,500,1,21,3,2,20,8,42.0,64.0,47.0,49.0,53.0,41.0,55.0,10.0,10.0,10.0,10.0,10.0,10.0,38,45,45,61,38,49,31,35,49,59,63,64,51,47,72,53,59,70,47,51,53,37,51,47,36,44,55,40,12,9,6,14,8,CM,53,63
18248,E. Panicco,80000,800,1,28,3,1,23,8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,56.0,52.0,52.0,60.0,28.0,53.0,10,8,11,26,5,12,11,14,29,14,29,28,32,30,27,39,30,18,73,9,24,9,4,37,15,31,12,10,56,52,52,53,60,GK,53,63
18249,M. Cornejo,100000,500,1,28,3,2,20,8,28.0,64.0,44.0,54.0,50.0,36.0,51.0,10.0,10.0,10.0,10.0,10.0,10.0,39,43,39,61,43,43,47,39,61,55,60,67,58,51,75,40,56,65,49,51,39,26,44,58,40,55,36,43,10,13,6,8,9,CAM,53,63
18250,H. Tadesse,90000,600,1,28,3,2,22,6,14.0,58.0,38.0,47.0,51.0,52.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,39,35,44,53,29,48,35,41,50,51,55,61,51,54,80,48,60,50,52,37,55,54,38,45,43,42,53,49,11,11,14,8,7,CDM,53,63
18251,M. Wyjadłowski,100000,1000,1,28,2,2,20,1,32.0,80.0,43.0,43.0,51.0,24.0,44.0,10.0,10.0,10.0,10.0,10.0,10.0,46,43,26,46,40,48,43,31,32,52,79,80,64,44,65,43,46,59,42,40,31,25,51,48,41,44,19,17,13,14,9,5,10,RM,53,63
18252,G. Galindo,80000,3000,1,21,2,1,20,8,94.0,30.0,30.0,30.0,30.0,30.0,30.0,54.0,51.0,50.0,53.0,19.0,54.0,18,8,13,16,8,7,15,11,20,18,20,18,35,48,40,38,50,20,48,10,24,15,9,37,17,22,12,13,54,51,50,54,53,GK,53,63
18253,M. Smith,90000,500,1,12,3,2,23,7,11.0,60.0,52.0,49.0,52.0,27.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,46,57,52,50,46,52,56,33,47,48,61,60,53,56,65,47,62,52,56,46,31,19,52,52,62,46,18,16,12,10,8,14,13,"LM, CAM",53,62
18254,T. Fantacci,90000,500,0,28,3,2,23,8,15.0,58.0,46.0,51.0,61.0,27.0,45.0,10.0,10.0,10.0,10.0,10.0,10.0,48,48,36,52,43,64,44,44,52,57,55,60,58,51,75,58,59,44,47,33,39,21,41,56,46,52,30,37,7,11,11,14,15,"CAM, CM",53,62
18255,Jiang Zilei,90000,2000,1,28,2,2,22,8,21.0,72.0,45.0,49.0,53.0,39.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,40,46,48,53,40,50,43,40,54,49,70,73,73,50,70,51,69,63,61,39,50,38,47,52,45,42,34,36,13,12,14,9,7,RM,53,62
18256,Guo Jing,80000,2000,1,21,3,2,23,8,2.0,62.0,23.0,30.0,34.0,52.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,20,18,49,38,22,27,27,21,33,35,64,61,53,49,50,30,62,55,71,22,53,47,28,25,34,44,53,51,11,10,12,9,14,CB,53,62
18257,A. Al Meqran,90000,3000,1,28,3,2,23,8,14.0,53.0,53.0,48.0,57.0,21.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,43,57,57,54,35,55,45,30,43,56,52,53,58,49,79,46,61,59,59,53,30,15,50,49,63,44,19,14,13,6,9,7,6,CAM,53,62
18258,J. McClelland,90000,500,0,28,3,2,23,8,16.0,64.0,44.0,51.0,55.0,30.0,44.0,10.0,10.0,10.0,10.0,10.0,10.0,54,46,36,53,42,55,58,35,43,53,69,59,63,40,66,45,32,47,51,37,28,21,51,51,46,49,38,33,6,7,11,7,5,"LM, RM",53,62
18259,J. Gould,70000,3000,0,28,2,1,23,8,27.0,30.0,30.0,30.0,30.0,30.0,30.0,46.0,58.0,59.0,56.0,20.0,52.0,12,5,10,28,7,11,14,14,20,11,24,17,37,42,51,44,56,33,58,6,27,13,6,38,14,32,11,14,46,58,59,52,56,GK,53,62
18260,A. Alfaro,90000,500,0,21,2,2,21,8,22.0,65.0,37.0,49.0,50.0,38.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,50,30,43,57,39,42,32,31,52,59,61,69,55,48,68,54,55,66,54,30,51,38,54,42,44,35,36,46,15,10,5,15,15,"LM, LW",53,62
18261,J. Pereira,90000,500,1,27,3,2,21,8,9.0,58.0,55.0,39.0,55.0,17.0,46.0,10.0,10.0,10.0,10.0,10.0,10.0,33,60,52,44,40,52,37,28,34,60,59,58,50,49,63,50,69,58,45,49,30,11,53,41,64,41,14,18,7,13,5,9,11,ST,53,62
18262,Lee Ji Yong,90000,1000,1,28,3,2,21,8,99.0,72.0,44.0,46.0,54.0,24.0,48.0,10.0,10.0,10.0,10.0,10.0,10.0,51,44,36,48,38,56,37,30,47,51,73,71,52,42,76,46,38,53,55,39,29,18,43,43,53,46,27,22,8,10,9,13,11,RM,53,62
18263,L. Loor,80000,500,1,21,3,2,20,8,43.0,55.0,22.0,40.0,40.0,53.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,29,16,49,55,20,28,28,23,39,56,56,54,38,45,57,39,68,64,61,19,49,48,22,33,31,37,60,53,12,12,11,13,9,CB,53,62
18264,L. Haakenson,90000,1000,1,28,3,2,22,2,26.0,78.0,39.0,55.0,54.0,36.0,54.0,10.0,10.0,10.0,10.0,10.0,10.0,47,37,41,62,40,52,42,41,58,49,80,77,72,47,65,47,55,48,61,30,42,21,46,56,47,53,40,44,6,8,7,14,11,CAM,53,62
18265,Y. Sahfi,90000,2000,1,21,2,2,21,7,31.0,70.0,43.0,47.0,59.0,29.0,42.0,10.0,10.0,10.0,10.0,10.0,10.0,49,40,48,46,39,59,47,36,47,54,67,72,75,45,68,57,61,39,44,37,38,35,49,48,45,43,20,23,8,6,8,9,6,"LM, RM",53,62
18266,F. Hansen,70000,500,1,28,2,1,19,8,50.0,30.0,30.0,30.0,30.0,30.0,30.0,55.0,56.0,45.0,57.0,27.0,47.0,13,5,10,26,7,9,11,13,20,18,29,25,21,41,48,34,57,19,40,6,17,8,8,24,12,35,12,13,55,56,45,47,57,GK,53,62
18267,J. Jones,80000,1000,1,28,3,2,23,8,14.0,66.0,31.0,38.0,50.0,51.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,29,35,50,49,20,50,27,23,45,48,65,67,52,45,56,35,71,60,69,19,46,50,25,31,34,48,54,51,6,14,14,12,9,CB,53,62
18268,S. Lewkot,90000,1000,1,28,3,2,21,8,39.0,63.0,46.0,52.0,59.0,36.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,52,43,39,53,43,61,53,48,56,59,62,63,55,55,49,58,52,48,70,40,44,30,40,50,50,56,32,38,11,13,14,11,13,CAM,53,62
18269,D. Bowry,80000,2000,1,28,3,2,22,8,6.0,65.0,23.0,37.0,41.0,51.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,45,20,47,39,22,39,29,22,34,37,65,65,54,49,49,22,71,53,69,25,53,51,35,33,32,36,53,52,10,7,14,15,11,"CB, RB",53,61
18270,Wen Jiabao,80000,2000,0,21,3,2,21,8,38.0,78.0,45.0,47.0,52.0,48.0,55.0,10.0,10.0,10.0,10.0,10.0,10.0,50,47,35,49,38,48,35,32,44,54,77,79,70,42,58,51,34,52,57,32,59,47,56,49,48,46,42,42,12,8,9,8,6,"LB, LWB",53,61
18271,D. Ward,90000,500,1,28,3,3,22,8,4.0,66.0,50.0,47.0,54.0,36.0,44.0,10.0,10.0,10.0,10.0,10.0,10.0,36,50,46,54,38,54,36,33,50,52,65,67,54,51,72,60,59,53,41,42,38,38,52,50,42,40,36,35,12,8,10,8,13,"CAM, CM",53,61
18272,D. Meisel,90000,2000,1,21,3,2,21,8,25.0,71.0,45.0,55.0,60.0,40.0,45.0,10.0,10.0,10.0,10.0,10.0,10.0,46,42,39,61,43,57,48,40,59,56,70,71,82,49,72,58,51,47,45,39,42,32,43,55,48,51,46,43,7,9,6,7,11,CM,53,61
18273,Liu Jing,80000,2000,1,28,2,2,23,8,27.0,63.0,27.0,40.0,49.0,51.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,44,24,39,44,20,52,30,26,47,34,65,62,63,48,76,28,59,58,57,28,63,53,40,30,32,48,58,54,13,8,10,9,9,"RB, LB",53,61
18274,Gan Chao,80000,2000,1,28,3,2,25,8,39.0,78.0,54.0,50.0,57.0,50.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,52,51,52,50,56,55,53,54,48,53,77,79,74,55,70,64,59,68,59,50,54,48,53,47,54,52,52,50,13,11,13,16,8,"CDM, CM",53,60
18275,A. André Jr,60000,1000,1,21,4,1,23,8,31.0,30.0,30.0,30.0,30.0,30.0,30.0,52.0,53.0,58.0,56.0,51.0,50.0,10,8,13,28,8,12,15,12,29,15,54,48,42,45,38,44,56,27,51,6,25,10,7,40,19,32,8,15,52,53,58,50,56,GK,53,60
18276,M. Rodríguez Vejar,90000,1000,1,28,3,2,20,8,19.0,62.0,56.0,41.0,46.0,22.0,49.0,10.0,10.0,10.0,10.0,10.0,10.0,34,59,53,43,41,41,33,35,35,45,60,63,58,51,67,54,62,54,52,52,34,19,55,51,66,49,19,20,12,8,11,7,9,ST,53,60
18277,Wen Tianpeng,80000,2000,1,21,3,2,23,1,14.0,79.0,54.0,40.0,48.0,19.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,46,58,54,40,45,46,43,28,32,46,80,78,56,48,65,54,58,56,59,48,34,10,46,42,64,45,17,15,13,11,5,11,8,"ST, RW",53,60
18278,G. Gutiérrez,60000,2000,1,21,3,1,23,8,12.0,30.0,30.0,30.0,30.0,30.0,30.0,57.0,50.0,47.0,57.0,47.0,50.0,11,11,15,40,11,11,11,11,35,14,58,38,54,47,48,35,64,35,40,11,25,15,11,48,12,48,11,18,57,50,47,50,57,GK,53,60
18279,F. Rivasseau,60000,1000,1,28,3,1,23,8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,53.0,57.0,46.0,55.0,20.0,48.0,14,7,15,27,8,12,12,11,27,17,14,25,28,47,40,35,60,26,50,6,25,9,5,26,12,30,10,11,53,57,46,48,55,GK,53,60
18280,M. Al Nakhli,80000,4000,0,28,3,3,24,7,16.0,72.0,40.0,49.0,58.0,23.0,35.0,10.0,10.0,10.0,10.0,10.0,10.0,54,41,37,51,38,53,51,43,45,57,69,74,83,37,83,42,44,45,32,33,26,16,42,45,43,47,26,27,13,5,15,11,14,RM,53,59
18281,R. Al Najjar,60000,4000,1,21,3,1,25,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,54.0,55.0,50.0,55.0,33.0,48.0,23,17,22,38,18,19,21,20,27,27,26,38,43,48,49,38,55,30,67,18,33,22,16,53,20,39,22,24,54,55,50,48,55,GK,53,59
18282,Park Gwan Woo,80000,1000,1,21,3,2,24,2,32.0,70.0,53.0,43.0,55.0,26.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,48,53,48,43,57,57,39,38,34,52,71,69,54,36,72,58,33,66,53,49,58,17,54,45,48,43,27,27,14,13,8,11,5,RW,53,59
18283,T. Prendergast,60000,1000,1,28,1,1,25,8,50.0,30.0,30.0,30.0,30.0,30.0,30.0,56.0,56.0,49.0,50.0,26.0,52.0,10,7,11,28,6,14,12,11,27,13,17,33,26,43,21,37,33,41,66,5,21,12,7,25,18,21,11,11,56,56,49,52,50,GK,53,59
18284,M. Al Burayh,60000,3000,1,21,2,1,26,8,34.0,30.0,30.0,30.0,30.0,30.0,30.0,54.0,47.0,44.0,54.0,44.0,52.0,14,11,12,26,12,16,14,16,20,21,41,46,31,53,55,33,52,30,63,17,19,24,19,58,17,29,20,11,54,47,44,52,54,GK,53,58
18285,Xu Jiamin,60000,2000,1,28,3,1,26,8,32.0,30.0,30.0,30.0,30.0,30.0,30.0,56.0,52.0,49.0,54.0,36.0,49.0,19,17,15,22,18,21,19,14,23,12,36,36,39,46,44,37,37,42,41,18,16,20,15,35,23,29,16,14,56,52,49,49,54,GK,53,58
18286,Hwang In Jae,60000,1000,1,28,3,1,26,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,54.0,55.0,56.0,49.0,25.0,49.0,11,15,14,23,17,16,15,13,25,14,27,24,33,55,34,42,45,36,59,18,29,12,18,50,14,31,11,12,54,55,56,49,49,GK,53,58
18287,J. McGuire,60000,650,1,28,2,1,25,8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,49.0,52.0,69.0,54.0,34.0,51.0,19,15,23,32,17,19,24,21,31,18,34,34,41,46,29,52,40,45,60,20,45,29,13,44,34,47,15,16,49,52,69,51,54,GK,53,58
18288,Kim Yeon Soo,70000,700,1,21,2,2,26,8,23.0,55.0,23.0,27.0,25.0,54.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,24,21,51,32,21,19,20,20,21,23,55,55,36,48,55,32,73,54,64,15,52,54,29,27,32,41,59,58,13,10,13,7,13,CB,53,58
18289,Chen Kerui,80000,3000,1,28,3,2,24,8,28.0,67.0,49.0,55.0,59.0,37.0,52.0,10.0,10.0,10.0,10.0,10.0,10.0,51,52,44,58,42,58,49,52,55,60,66,68,65,54,54,47,54,63,50,49,44,36,49,54,44,47,34,35,10,12,9,10,8,"ST, CAM",53,58
18290,Xie Weijun,80000,2000,1,28,3,2,22,7,11.0,61.0,55.0,46.0,51.0,23.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,45,56,56,52,41,48,43,34,28,51,69,54,59,56,50,56,65,54,72,51,28,10,60,52,58,43,18,11,6,14,14,8,11,"RM, ST, CM",53,57
18291,Zhang Wentao,60000,2000,1,28,3,2,27,2,3.0,62.0,54.0,36.0,45.0,48.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,24,63,62,40,49,44,29,21,31,42,64,60,56,52,53,46,68,60,80,45,52,41,48,49,56,48,54,52,11,9,9,8,13,"CB, ST",53,56
18292,Yan Zihao,70000,2000,0,23,2,2,25,8,5.0,61.0,25.0,29.0,50.0,51.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,40,22,38,25,22,50,30,25,20,38,60,62,70,52,70,25,65,80,55,25,50,50,45,30,30,38,55,55,11,11,5,12,6,"LB, LWB",53,56
18293,Jiang Weipeng,60000,2000,1,28,2,2,27,8,2.0,61.0,23.0,31.0,33.0,51.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,26,17,47,38,25,24,24,28,23,41,63,60,39,47,56,39,70,59,74,21,49,46,21,32,30,35,59,57,9,11,10,10,15,CB,53,56
18294,Yang Yiming,80000,2000,1,21,2,2,25,7,23.0,53.0,54.0,36.0,45.0,22.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,21,56,66,43,48,44,26,21,28,48,51,54,50,41,34,53,61,58,76,51,50,19,49,49,53,48,16,19,11,14,6,10,13,ST,53,56
18295,K. Khazeni,70000,1000,1,21,3,2,25,8,26.0,65.0,49.0,46.0,57.0,25.0,55.0,10.0,10.0,10.0,10.0,10.0,10.0,48,50,41,49,46,56,45,37,39,55,67,64,66,44,69,54,54,62,60,42,33,22,49,46,44,49,23,21,6,8,15,8,13,"RW, CM",53,56
18296,Liu Jiashen,60000,2000,1,8,3,2,28,8,23.0,54.0,21.0,25.0,32.0,54.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,29,15,46,25,23,29,22,24,20,27,56,52,48,43,39,34,66,70,79,15,48,50,25,26,39,37,61,60,10,14,9,14,7,CB,53,55
18297,Wang Peng,60000,1000,1,28,3,2,27,8,2.0,58.0,30.0,43.0,49.0,53.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,43,26,56,45,31,55,35,32,43,36,66,51,56,45,50,32,54,60,61,30,56,50,45,43,34,42,56,52,13,15,13,14,7,RB,53,54
18298,Yao Jiangshan,45000,2000,1,28,3,2,32,7,37.0,63.0,39.0,47.0,52.0,43.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,36,38,37,58,32,40,44,51,52,63,62,63,63,70,59,46,61,60,69,31,52,35,51,34,43,39,52,53,13,12,6,11,8,LM,53,53
18299,Wang Fei,50000,2000,1,21,3,2,31,8,20.0,65.0,46.0,49.0,53.0,27.0,40.0,10.0,10.0,10.0,10.0,10.0,10.0,47,49,32,56,37,50,40,37,50,56,65,65,52,45,75,50,40,52,34,38,39,20,51,42,45,49,22,29,10,13,15,10,10,RM,53,53
18300,G. Harkin,45000,500,0,28,2,2,32,5,6.0,42.0,39.0,57.0,53.0,52.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,57,42,44,58,32,52,58,50,58,54,53,33,57,48,55,41,44,66,63,33,61,52,38,54,35,54,54,56,11,11,15,6,7,"CM, LB, LM",53,53
18301,Jin Bo,60000,3000,1,28,3,2,27,8,33.0,65.0,54.0,44.0,57.0,35.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,49,54,36,44,44,59,44,30,40,52,66,65,75,34,63,67,61,63,63,43,65,22,55,45,48,47,36,37,15,10,13,12,8,"RW, LW, RM",53,53
18302,Song Zhiwei,50000,2000,1,9,3,2,31,5,18.0,57.0,41.0,52.0,52.0,55.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,47,38,65,59,34,48,39,42,56,55,54,59,55,53,63,46,75,67,75,40,58,55,49,47,48,52,54,55,10,11,11,9,10,"CM, CDM",53,53
18303,K. Paredes,110000,500,0,15,3,2,17,2,30.0,68.0,48.0,47.0,54.0,46.0,37.0,10.0,10.0,10.0,10.0,10.0,10.0,50,48,36,53,35,52,40,35,42,50,68,68,65,42,94,60,38,48,31,38,36,43,49,42,45,45,50,40,8,11,13,9,10,"LM, LWB",52,75
18304,K. Trelowski,90000,500,1,28,2,1,16,8,12.0,30.0,30.0,30.0,30.0,30.0,30.0,54.0,52.0,54.0,56.0,31.0,52.0,12,6,13,20,8,11,13,10,24,12,29,32,33,35,21,41,36,16,56,7,17,14,6,30,10,37,13,11,54,52,54,52,56,GK,52,75
18305,F. Panjeskovic,100000,500,1,28,3,2,17,8,24.0,67.0,27.0,36.0,44.0,50.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,23,24,49,46,26,42,34,25,39,45,64,69,44,41,57,44,61,55,71,17,51,51,24,34,36,48,56,52,6,14,8,14,7,CB,52,75
18306,C. Finch,110000,500,1,21,3,2,18,8,3.0,61.0,21.0,26.0,29.0,51.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,20,15,51,33,26,23,27,26,21,28,58,63,43,44,57,34,69,62,66,15,49,51,22,25,31,35,61,58,12,11,13,15,6,CB,52,74
