,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
3357,B. Decordova-Reid,3600000,63000,Right,SUB,3,3,27,High/High,14.0,78.0,71.0,69.0,77.0,54.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,67,72,63,72,69,75,61,62,64,74,79,78,88,75.0,86.0,66.0,72.0,81.0,60.0,71.0,46.0,56.0,76.0,72.0,70.0,66.0,55.0,54.0,8.0,12.0,13.0,8.0,10.0,"ST, LW, CAM",72,73
3358,F. Hübner,2900000,20000,Right,LCB,3,2,29,Medium/Medium,19.0,52.0,43.0,47.0,43.0,76.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,50,40,76,56,25,32,31,21,51,52,54,50,52,73.0,48.0,62.0,46.0,61.0,79.0,35.0,74.0,77.0,44.0,37.0,44.0,69.0,78.0,74.0,8.0,12.0,13.0,10.0,13.0,CB,72,73
3360,S. Kitsiou,3200000,17000,Right,RB,3,3,26,Medium/High,70.0,75.0,61.0,66.0,71.0,69.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,69,54,58,71,47,71,56,40,68,70,76,75,71,68.0,78.0,75.0,74.0,72.0,62.0,71.0,70.0,70.0,64.0,63.0,41.0,62.0,70.0,72.0,9.0,9.0,9.0,15.0,14.0,"RB, RM",72,73
3361,T. Trybull,3200000,8000,Right,RES,3,3,27,Medium/High,32.0,60.0,48.0,65.0,66.0,72.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,57,35,58,73,56,65,56,54,68,67,65,56,71,65.0,69.0,61.0,79.0,76.0,71.0,61.0,77.0,75.0,52.0,60.0,55.0,73.0,72.0,70.0,15.0,13.0,11.0,13.0,6.0,CDM,72,73
3362,K. Frei,3700000,25000,Right,LM,4,3,26,High/Medium,29.0,88.0,67.0,68.0,78.0,35.0,51.0,10.0,10.0,10.0,10.0,10.0,10.0,71,65,38,68,62,77,70,68,68,75,87,88,88,65.0,89.0,70.0,71.0,54.0,44.0,71.0,59.0,46.0,65.0,62.0,67.0,70.0,30.0,27.0,9.0,12.0,7.0,13.0,7.0,"LM, RM",72,73
3363,K. Roofe,3600000,38000,Right,SUB,4,3,27,High/Medium,25.0,79.0,73.0,67.0,72.0,50.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,67,73,74,70,64,71,69,63,59,72,77,80,82,67.0,76.0,76.0,80.0,65.0,58.0,69.0,60.0,50.0,76.0,69.0,75.0,70.0,49.0,53.0,14.0,14.0,12.0,11.0,13.0,ST,72,73
3364,S. Sabelli,3100000,500,Right,RB,3,2,27,High/Medium,2.0,79.0,40.0,59.0,63.0,68.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,62,35,61,62,37,60,58,50,60,61,78,79,71,70.0,80.0,35.0,65.0,86.0,70.0,50.0,71.0,69.0,54.0,54.0,51.0,69.0,70.0,69.0,10.0,9.0,10.0,7.0,11.0,RB,72,73
3365,Aitor García,3700000,8000,Right,LM,3,3,26,High/Medium,7.0,86.0,71.0,67.0,72.0,37.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,66,70,43,67,64,70,67,65,65,71,84,88,78,69.0,80.0,77.0,70.0,73.0,58.0,72.0,42.0,28.0,68.0,68.0,59.0,67.0,35.0,34.0,9.0,16.0,13.0,12.0,9.0,"LM, ST",72,73
3366,A. Bakasetas,3600000,11000,Left,CAM,4,3,27,High/Medium,11.0,68.0,74.0,74.0,69.0,43.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,70,71,68,76,68,68,70,74,72,72,65,71,68,65.0,65.0,81.0,71.0,74.0,73.0,78.0,61.0,44.0,72.0,76.0,63.0,65.0,33.0,41.0,12.0,12.0,13.0,8.0,14.0,"CAM, RM, ST",72,73
3367,M. Dijks,3100000,20000,Left,LB,3,3,27,Medium/Medium,35.0,69.0,40.0,65.0,65.0,71.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,72,30,68,71,39,68,64,42,69,68,65,73,47,73.0,42.0,61.0,32.0,65.0,88.0,36.0,78.0,70.0,61.0,52.0,44.0,73.0,74.0,70.0,11.0,9.0,12.0,13.0,13.0,"LB, LM",72,73
3368,J. Van Rankin,3100000,17000,Right,RB,3,3,27,Medium/Medium,2.0,77.0,39.0,63.0,68.0,68.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,66,26,60,66,37,66,59,41,64,68,76,77,72,67.0,71.0,57.0,62.0,78.0,66.0,40.0,76.0,68.0,55.0,59.0,59.0,64.0,71.0,70.0,7.0,7.0,15.0,13.0,11.0,"RB, RWB",72,73
3369,F. Tardieu,3100000,7000,Right,CDM,3,3,28,Medium/Medium,10.0,58.0,58.0,68.0,66.0,69.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,64,53,62,72,43,64,56,61,71,66,61,56,67,68.0,73.0,63.0,72.0,87.0,68.0,66.0,77.0,70.0,51.0,68.0,67.0,64.0,71.0,68.0,15.0,13.0,12.0,8.0,15.0,"CDM, CM",72,73
3370,S. Magnasco,3100000,500,Right,SUB,2,3,27,Medium/Medium,29.0,82.0,43.0,59.0,66.0,66.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,69,33,58,68,24,65,39,35,58,65,86,78,72,64.0,72.0,47.0,82.0,87.0,75.0,62.0,73.0,67.0,55.0,47.0,55.0,70.0,69.0,66.0,15.0,13.0,16.0,11.0,13.0,"RB, LB",72,73
3371,A. Hegazi,2900000,48000,Right,RES,2,2,29,Medium/Medium,26.0,50.0,20.0,46.0,55.0,72.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,18,17,73,63,23,53,35,29,61,61,47,52,43,65.0,51.0,27.0,74.0,68.0,85.0,15.0,79.0,68.0,20.0,41.0,30.0,60.0,73.0,74.0,14.0,14.0,5.0,10.0,8.0,CB,72,73
3372,J. Velázquez,2900000,8000,Right,CB,2,2,29,Low/High,2.0,63.0,43.0,49.0,52.0,73.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,43,40,70,56,36,49,36,35,50,52,60,66,67,62.0,51.0,62.0,75.0,70.0,81.0,32.0,81.0,71.0,36.0,48.0,48.0,64.0,72.0,76.0,15.0,14.0,7.0,15.0,11.0,CB,72,73
3373,O. Kayode,3600000,15000,Right,SUB,2,3,27,High/Low,19.0,87.0,70.0,57.0,73.0,36.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,52,75,67,64,63,70,55,48,58,73,86,87,88,70.0,82.0,69.0,73.0,76.0,66.0,62.0,81.0,24.0,73.0,53.0,65.0,58.0,38.0,33.0,8.0,11.0,11.0,13.0,12.0,ST,72,73
3374,T. Lawrence,3700000,21000,Right,LM,4,4,26,Medium/Low,10.0,74.0,73.0,70.0,72.0,41.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,72,70,60,71,61,73,71,75,63,71,76,73,76,67.0,69.0,76.0,62.0,73.0,63.0,80.0,78.0,26.0,70.0,71.0,66.0,71.0,38.0,35.0,10.0,7.0,13.0,13.0,7.0,"LM, CAM",72,73
3375,K. Möhwald,3600000,19000,Right,RES,2,3,26,Medium/Medium,6.0,58.0,70.0,75.0,73.0,61.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,79,58,54,75,75,75,80,68,73,74,64,53,66,74.0,66.0,86.0,53.0,66.0,67.0,84.0,60.0,55.0,69.0,74.0,46.0,73.0,68.0,41.0,15.0,13.0,12.0,10.0,8.0,"CM, CAM",72,73
3376,L. Diony,3600000,18000,Right,ST,3,3,27,High/Low,11.0,72.0,72.0,62.0,70.0,25.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,67,72,68,66,66,71,57,48,44,70,69,74,64,69.0,72.0,80.0,71.0,64.0,77.0,67.0,68.0,21.0,74.0,67.0,68.0,68.0,23.0,15.0,7.0,6.0,8.0,14.0,16.0,"ST, LM",72,73
3377,W. Trapp,3200000,6000,Right,SUB,2,3,27,Medium/High,6.0,56.0,54.0,70.0,70.0,65.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,56,43,54,77,53,67,68,65,79,74,55,57,66,75.0,70.0,72.0,60.0,77.0,58.0,59.0,65.0,64.0,54.0,69.0,53.0,74.0,69.0,67.0,8.0,11.0,9.0,6.0,10.0,CDM,72,73
3378,Tiago Silva,3600000,34000,Right,SUB,4,4,27,High/Medium,28.0,70.0,68.0,73.0,76.0,53.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,78,63,49,74,53,75,74,72,64,76,73,68,79,73.0,76.0,78.0,58.0,69.0,39.0,73.0,66.0,60.0,65.0,74.0,70.0,68.0,58.0,53.0,11.0,13.0,12.0,12.0,13.0,"CAM, CM",72,73
3379,N. Castillo,3600000,28000,Right,RES,3,3,27,High/High,15.0,66.0,75.0,60.0,68.0,38.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,49,75,72,65,67,68,67,74,59,72,67,65,61,70.0,65.0,81.0,85.0,60.0,72.0,68.0,78.0,37.0,72.0,58.0,83.0,70.0,30.0,19.0,13.0,8.0,9.0,10.0,15.0,ST,72,73
3380,R. López,3100000,14000,Right,RWB,3,3,27,High/Medium,3.0,77.0,65.0,72.0,69.0,64.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,79,54,66,72,60,72,75,77,70,68,77,77,68,62.0,53.0,81.0,58.0,81.0,71.0,74.0,51.0,64.0,68.0,64.0,68.0,67.0,66.0,71.0,10.0,12.0,9.0,6.0,10.0,RB,72,73
3381,A. Rocha,3500000,11000,Right,RCM,3,3,27,High/High,26.0,72.0,64.0,70.0,72.0,69.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,60,60,45,77,50,72,68,49,70,73,71,72,70,64.0,83.0,75.0,47.0,88.0,68.0,65.0,80.0,72.0,62.0,73.0,74.0,70.0,72.0,64.0,13.0,13.0,11.0,12.0,9.0,"CM, CDM",72,73
3382,J. Ramírez,3500000,15000,Left,SUB,3,3,27,Medium/Medium,20.0,76.0,69.0,70.0,76.0,65.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,64,72,47,76,49,78,66,54,70,75,73,78,78,65.0,78.0,66.0,39.0,71.0,61.0,70.0,70.0,65.0,73.0,70.0,67.0,70.0,69.0,57.0,12.0,13.0,9.0,6.0,10.0,"CM, LW, LM",72,73
3383,M. Rodríguez,3700000,10000,Right,LM,4,3,25,Medium/Medium,14.0,86.0,67.0,63.0,74.0,47.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,68,69,57,65,60,72,37,37,64,72,88,85,89,65.0,78.0,68.0,79.0,63.0,64.0,67.0,58.0,50.0,70.0,65.0,40.0,67.0,51.0,46.0,14.0,12.0,8.0,11.0,6.0,"LM, LW",72,73
3384,R. Rey,2500000,500,Right,RES,3,1,29,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,74.0,71.0,69.0,73.0,48.0,72.0,18,18,12,29,15,20,17,17,13,23,55,43,43,63.0,53.0,52.0,67.0,31.0,59.0,13.0,33.0,22.0,14.0,53.0,23.0,62.0,18.0,13.0,74.0,71.0,69.0,72.0,73.0,GK,72,73
3385,J. Zimmer,3200000,18000,Right,RM,3,2,26,Medium/Medium,39.0,79.0,60.0,65.0,71.0,65.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,73,53,42,71,47,69,62,39,59,71,77,81,76,69.0,90.0,76.0,76.0,80.0,67.0,66.0,74.0,65.0,62.0,58.0,42.0,65.0,68.0,71.0,13.0,7.0,14.0,16.0,11.0,"RB, RM, RWB",72,73
3386,J. Güemez,3100000,15000,Right,LCM,3,3,28,High/High,16.0,61.0,68.0,67.0,65.0,69.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,66,60,62,68,72,63,73,58,66,71,60,61,65,63.0,60.0,82.0,84.0,76.0,89.0,75.0,86.0,71.0,63.0,67.0,51.0,72.0,72.0,71.0,10.0,10.0,7.0,13.0,10.0,"CDM, CM",72,73
3387,Y. Kubo,3700000,7000,Right,LS,4,4,26,Medium/Medium,7.0,75.0,69.0,67.0,76.0,41.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,64,70,51,70,58,75,70,71,61,74,79,71,86,67.0,77.0,69.0,80.0,67.0,57.0,68.0,41.0,27.0,73.0,67.0,65.0,73.0,48.0,50.0,9.0,11.0,14.0,11.0,12.0,"LW, RW, CF",72,73
3388,H. Palacios,3100000,4000,Right,RCB,2,2,27,High/Medium,13.0,84.0,37.0,62.0,63.0,66.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,65,27,59,66,59,63,34,34,66,58,85,84,74,68.0,68.0,61.0,53.0,93.0,74.0,25.0,75.0,64.0,58.0,62.0,39.0,59.0,67.0,69.0,14.0,15.0,16.0,15.0,6.0,"RB, CB",72,73
3389,G. Varela,3100000,14000,Right,RB,3,3,27,High/Medium,2.0,78.0,42.0,60.0,69.0,68.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,67,35,59,66,42,65,65,48,56,70,78,78,77,68.0,78.0,57.0,75.0,77.0,66.0,38.0,71.0,65.0,59.0,47.0,43.0,57.0,72.0,69.0,13.0,9.0,15.0,15.0,14.0,RB,72,73
3390,B. Zungu,3200000,5000,Right,RES,2,2,27,Medium/Medium,8.0,57.0,66.0,70.0,69.0,68.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,72,65,59,71,71,68,75,59,73,73,55,58,65,68.0,63.0,70.0,77.0,76.0,73.0,61.0,74.0,68.0,67.0,67.0,69.0,73.0,72.0,69.0,6.0,14.0,12.0,15.0,16.0,"CDM, CM",72,73
3391,Ivi,3700000,6000,Right,SUB,3,3,26,Medium/Medium,11.0,79.0,72.0,69.0,74.0,43.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,68,69,59,69,66,75,72,75,66,72,82,77,78,69.0,81.0,76.0,68.0,65.0,65.0,74.0,53.0,41.0,72.0,69.0,73.0,68.0,36.0,29.0,13.0,15.0,12.0,7.0,12.0,"LM, RM",72,73
3392,Y. Asad,3700000,6000,Right,LM,3,3,25,Medium/Medium,11.0,75.0,69.0,67.0,75.0,55.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,65,70,48,70,59,75,77,68,64,72,80,71,82,62.0,83.0,71.0,68.0,80.0,60.0,67.0,59.0,57.0,71.0,65.0,59.0,67.0,57.0,54.0,6.0,12.0,15.0,8.0,7.0,"LM, CAM",72,73
3393,A. Bouchalakis,3500000,500,Left,RCM,4,3,27,Medium/Medium,5.0,59.0,67.0,72.0,68.0,68.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,65,58,63,75,64,68,66,71,77,71,55,63,60,71.0,64.0,80.0,65.0,80.0,78.0,76.0,66.0,72.0,63.0,72.0,61.0,69.0,70.0,61.0,9.0,11.0,16.0,11.0,15.0,"CM, CDM, CAM",72,73
3394,W. Bou,3700000,13000,Right,SUB,2,3,26,Medium/Low,17.0,73.0,74.0,66.0,73.0,36.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,67,74,61,70,70,74,67,60,57,71,75,71,75,73.0,73.0,76.0,90.0,75.0,67.0,74.0,75.0,47.0,77.0,67.0,72.0,76.0,34.0,33.0,12.0,15.0,12.0,11.0,12.0,ST,72,73
3395,A. Tashaev,3700000,500,Right,RES,4,3,26,High/High,13.0,78.0,61.0,71.0,71.0,40.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,73,65,49,72,65,73,72,65,70,72,79,78,65,62.0,72.0,58.0,65.0,77.0,59.0,54.0,51.0,28.0,63.0,71.0,60.0,62.0,34.0,41.0,15.0,11.0,10.0,14.0,7.0,"LM, LW, RM",72,73
3396,G. Ferrari,3000000,21000,Left,LCB,3,2,28,Medium/Medium,31.0,53.0,27.0,39.0,47.0,74.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,14,30,70,60,15,38,18,23,62,60,63,44,47,70.0,44.0,33.0,77.0,52.0,76.0,18.0,75.0,75.0,22.0,20.0,28.0,68.0,76.0,73.0,9.0,16.0,6.0,10.0,9.0,CB,72,73
3397,A. Oğuz,3100000,10000,Right,SUB,3,3,27,High/Medium,16.0,78.0,59.0,68.0,72.0,67.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,72,52,64,67,59,71,70,63,69,72,75,80,76,70.0,77.0,68.0,74.0,74.0,74.0,63.0,80.0,68.0,69.0,68.0,55.0,67.0,71.0,69.0,6.0,8.0,14.0,10.0,15.0,"RB, RWB",72,73
3398,A. González,3700000,14000,Right,RW,3,3,26,High/Medium,8.0,84.0,69.0,64.0,73.0,48.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,66,71,46,68,44,74,51,38,60,70,85,84,80,71.0,78.0,75.0,58.0,73.0,63.0,66.0,59.0,53.0,72.0,69.0,52.0,70.0,48.0,33.0,9.0,10.0,15.0,10.0,16.0,"RW, ST, RM",72,73
3399,Fábio Abreu,3600000,11000,Right,ST,3,3,27,Medium/Medium,29.0,77.0,73.0,54.0,70.0,25.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,37,74,67,65,72,71,64,39,46,70,73,80,69,72.0,64.0,76.0,70.0,63.0,71.0,67.0,55.0,12.0,72.0,57.0,70.0,65.0,17.0,20.0,7.0,15.0,14.0,8.0,14.0,"ST, RW",72,73
3400,Kevin,3100000,15000,Right,SUB,3,3,27,Medium/Medium,20.0,69.0,53.0,65.0,67.0,68.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,72,55,68,70,41,65,58,45,61,73,68,69,51,65.0,77.0,54.0,65.0,70.0,65.0,50.0,69.0,67.0,61.0,57.0,46.0,57.0,73.0,74.0,11.0,15.0,9.0,15.0,14.0,RB,72,73
3401,Raillo,3000000,7000,Right,LCB,3,2,28,Low/High,21.0,56.0,36.0,53.0,54.0,73.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,29,25,77,71,37,52,42,36,59,61,53,59,35,65.0,54.0,54.0,80.0,90.0,70.0,39.0,80.0,73.0,51.0,46.0,43.0,66.0,73.0,70.0,10.0,15.0,15.0,15.0,14.0,CB,72,73
3402,C. Tabó,3700000,7000,Right,ST,3,4,26,High/Medium,10.0,86.0,66.0,63.0,75.0,31.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,62,71,64,66,54,75,73,61,60,75,88,85,87,64.0,70.0,71.0,72.0,71.0,72.0,54.0,84.0,31.0,72.0,60.0,50.0,61.0,26.0,29.0,6.0,8.0,9.0,9.0,14.0,"RM, LM",72,73
3404,Y. Niakaté,3600000,20000,Left,ST,4,3,27,Medium/Medium,18.0,92.0,73.0,56.0,68.0,26.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,58,74,61,62,68,66,53,41,34,64,93,91,91,68.0,67.0,78.0,91.0,68.0,72.0,71.0,53.0,23.0,72.0,62.0,66.0,71.0,20.0,18.0,9.0,12.0,9.0,12.0,12.0,ST,72,73
3405,A. Bouzat,3700000,14000,Left,SUB,3,3,26,High/High,10.0,90.0,63.0,67.0,76.0,57.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,67,63,57,71,55,75,57,45,63,73,89,91,89,65.0,81.0,67.0,85.0,92.0,49.0,59.0,83.0,61.0,65.0,73.0,59.0,67.0,59.0,57.0,9.0,15.0,13.0,7.0,13.0,"RW, LW",72,73
3406,R. Oshima,3500000,10000,Right,LCM,4,3,27,Medium/Medium,10.0,82.0,69.0,70.0,73.0,64.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,65,65,34,73,70,70,76,66,68,73,85,80,86,72.0,83.0,75.0,77.0,82.0,50.0,74.0,60.0,71.0,67.0,71.0,64.0,73.0,68.0,58.0,12.0,6.0,11.0,6.0,10.0,"CM, CDM",72,73
3407,J. Menéndez,3700000,14000,Left,SUB,5,3,26,High/High,20.0,89.0,68.0,63.0,74.0,34.0,49.0,10.0,10.0,10.0,10.0,10.0,10.0,65,67,46,67,67,71,65,47,50,75,89,89,86,67.0,83.0,73.0,67.0,73.0,35.0,71.0,48.0,36.0,71.0,65.0,44.0,75.0,27.0,29.0,5.0,9.0,10.0,6.0,14.0,"RM, RW, LW",72,73
3408,J. Sýkora,3700000,8000,Left,SUB,4,3,26,Medium/Medium,8.0,84.0,66.0,66.0,74.0,56.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,71,66,52,64,65,74,68,68,62,70,85,83,86,70.0,85.0,69.0,70.0,82.0,49.0,62.0,82.0,54.0,66.0,68.0,65.0,66.0,59.0,58.0,6.0,7.0,10.0,9.0,13.0,"LM, RM, CAM",72,73
3409,C. Antwi-Adjej,3700000,15000,Right,LM,3,3,26,Medium/Low,22.0,90.0,58.0,61.0,77.0,26.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,66,61,36,69,57,77,56,35,47,72,91,90,90,68.0,90.0,62.0,74.0,73.0,53.0,48.0,38.0,23.0,67.0,62.0,49.0,54.0,25.0,20.0,10.0,8.0,7.0,13.0,5.0,"LM, CAM, RM",72,73
3410,L. Štetina,3000000,500,Right,RCB,2,2,28,Medium/High,19.0,67.0,38.0,52.0,62.0,71.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,30,21,70,68,27,59,25,28,68,65,66,67,64,67.0,65.0,82.0,58.0,66.0,90.0,40.0,79.0,69.0,32.0,48.0,28.0,68.0,73.0,73.0,6.0,12.0,10.0,8.0,15.0,CB,72,73
3411,M. Jevtović,3300000,12000,Right,RDM,3,2,26,Medium/High,8.0,54.0,59.0,65.0,60.0,73.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,49,48,71,75,35,59,56,67,73,63,53,54,61,67.0,34.0,74.0,62.0,71.0,80.0,73.0,71.0,73.0,54.0,61.0,76.0,62.0,73.0,74.0,6.0,6.0,7.0,14.0,15.0,"CDM, CB",72,73
3412,A. Bamba,3700000,18000,Right,SUB,3,4,26,Medium/Medium,32.0,80.0,64.0,67.0,75.0,42.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,64,65,52,70,51,79,61,64,69,74,80,80,72,63.0,66.0,68.0,58.0,59.0,54.0,64.0,43.0,30.0,66.0,67.0,57.0,64.0,43.0,51.0,14.0,7.0,6.0,12.0,11.0,"RM, LM",72,73
3413,E. Piovi,3200000,500,Right,RCM,3,3,27,Medium/Medium,25.0,76.0,63.0,73.0,73.0,66.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,59,57,49,81,55,71,81,59,77,73,79,73,80,65.0,84.0,81.0,73.0,87.0,66.0,63.0,67.0,61.0,55.0,69.0,53.0,73.0,71.0,67.0,14.0,14.0,9.0,13.0,12.0,"CDM, CM",72,73
3414,R. Schunke,3000000,500,Right,RCB,2,2,28,Low/Medium,5.0,58.0,26.0,48.0,53.0,69.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,36,21,70,69,26,39,32,26,47,73,56,59,55,68.0,60.0,39.0,77.0,69.0,86.0,21.0,80.0,72.0,21.0,32.0,42.0,53.0,67.0,64.0,15.0,11.0,14.0,11.0,14.0,CB,72,73
3415,Rúben Freitas,3100000,8000,Right,SUB,4,2,27,High/Medium,36.0,89.0,56.0,66.0,67.0,63.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,68,58,46,69,35,66,71,29,67,68,88,89,72,68.0,68.0,67.0,56.0,88.0,72.0,49.0,80.0,65.0,57.0,67.0,37.0,61.0,66.0,67.0,12.0,11.0,11.0,7.0,14.0,RB,72,73
3416,M. Stekelenburg,325000,5000,Right,SUB,4,1,37,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,69.0,71.0,72.0,70.0,33.0,73.0,18,11,14,39,11,12,13,13,37,31,30,36,30,69.0,27.0,54.0,55.0,27.0,77.0,11.0,41.0,26.0,12.0,40.0,23.0,59.0,15.0,14.0,69.0,71.0,72.0,73.0,70.0,GK,72,72
3417,Tarantini,975000,6000,Right,RCM,3,3,36,Medium/Medium,8.0,50.0,67.0,71.0,70.0,70.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,62,62,78,76,69,71,65,57,72,75,55,46,56,75.0,52.0,74.0,70.0,49.0,74.0,71.0,69.0,71.0,72.0,77.0,68.0,83.0,69.0,59.0,12.0,6.0,16.0,7.0,16.0,"CM, CDM",72,72
3418,P. Jagielka,625000,16000,Right,SUB,3,2,37,Medium/Medium,15.0,34.0,44.0,54.0,48.0,75.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,48,30,76,65,44,42,55,31,66,59,33,34,31,70.0,61.0,64.0,71.0,30.0,75.0,52.0,73.0,74.0,44.0,39.0,55.0,73.0,75.0,73.0,32.0,33.0,38.0,32.0,34.0,CB,72,72
3419,Y. Pelé,325000,12000,Right,SUB,3,1,37,Medium/Medium,16.0,30.0,30.0,30.0,30.0,30.0,30.0,71.0,72.0,67.0,73.0,39.0,71.0,15,14,16,34,11,13,14,15,33,18,37,40,33,70.0,52.0,50.0,67.0,32.0,72.0,9.0,33.0,24.0,15.0,14.0,13.0,59.0,13.0,12.0,71.0,72.0,67.0,71.0,73.0,GK,72,72
3420,G. Pandev,1100000,11000,Left,RS,3,3,36,Medium/Low,19.0,44.0,74.0,71.0,79.0,37.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,69,73,68,75,78,82,80,69,65,82,54,36,61,73.0,72.0,74.0,70.0,32.0,56.0,74.0,52.0,39.0,78.0,71.0,68.0,70.0,40.0,35.0,10.0,14.0,10.0,6.0,15.0,"ST, RW",72,72
3421,Bruno Alves,625000,14000,Right,RCB,3,3,38,Medium/Medium,22.0,35.0,67.0,64.0,63.0,71.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,65,60,74,62,58,64,75,78,71,63,39,32,61,63.0,61.0,81.0,88.0,55.0,87.0,76.0,88.0,63.0,50.0,56.0,73.0,80.0,74.0,70.0,15.0,13.0,16.0,9.0,15.0,CB,72,72
3422,G. Lux,325000,6000,Right,SUB,2,1,38,Medium/Medium,14.0,30.0,30.0,30.0,30.0,30.0,30.0,70.0,70.0,74.0,72.0,38.0,70.0,21,13,13,37,12,15,13,16,31,35,37,39,43,71.0,53.0,56.0,69.0,43.0,73.0,15.0,45.0,17.0,15.0,51.0,17.0,53.0,13.0,14.0,70.0,70.0,74.0,70.0,72.0,GK,72,72
3423,A. Alcáraz,625000,500,Right,LCB,3,2,37,Medium/Medium,21.0,37.0,43.0,49.0,62.0,71.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,47,38,78,71,35,61,32,35,20,66,41,33,54,71.0,58.0,54.0,72.0,64.0,82.0,42.0,72.0,70.0,58.0,44.0,48.0,83.0,76.0,78.0,8.0,11.0,10.0,16.0,11.0,CB,72,72
3424,S. Silva,900000,8000,Right,ST,3,3,39,Medium/Medium,9.0,34.0,75.0,62.0,65.0,43.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,52,74,80,65,69,64,60,60,59,70,34,34,52,75.0,51.0,82.0,91.0,52.0,90.0,69.0,75.0,42.0,79.0,68.0,74.0,78.0,39.0,34.0,13.0,11.0,13.0,7.0,15.0,ST,72,72
